table	column	final_disposition	owner	responsibility	source_type	source_not_null	source_default	source_pk	production_nulls_rows	staging_nulls_rows	production_storage_types	target_declaration	source_checks	target_checks	source_foreign_keys	target_foreign_keys	source_indexes	target_index_declarations	column_consumer_evidence	canonical_readers_writers	retention	transfer
review_requests	clicked_at	retain exact typed value	Guest review capability	Hashed expiring booking/customer token and send/claim/revocation facts	TEXT	0		0	0/0	0/0		clicked_at: text(),							server/utils/review-requests.ts:20; server/utils/review-requests.ts:196; server/utils/review-requests.ts:200; server/utils/review-requests.ts:203; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:46	review-requests.ts; tasks/review-request-automation.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
review_requests	revoked_at	retain exact typed value	Guest review capability	Hashed expiring booking/customer token and send/claim/revocation facts	TEXT	0		0	0/0	0/0		revoked_at: text(),							server/utils/experiences.ts:638; server/domain/guest-threads/operations.ts:210; server/domain/guest-threads/operations.ts:211; server/utils/location-management.ts:862; server/utils/review-requests.ts:21; server/utils/review-requests.ts:186; server/utils/review-requests.ts:249; server/utils/review-requests.ts:253; server/utils/review-requests.ts:308; server/api/public/review-requests/submit.post.ts:80; server/api/public/review-requests/submit.post.ts:147; server/api/public/review-requests/opt-out.post.ts:38; server/api/public/review-requests/bind-session.post.ts:41; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:46	review-requests.ts; tasks/review-request-automation.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
review_requests	send_count	retain exact typed value	Guest review capability	Hashed expiring booking/customer token and send/claim/revocation facts	INTEGER	1	0	0	0/0	0/0		send_count: integer().default(0).notNull(),							server/utils/review-requests.ts:22; server/utils/review-requests.ts:279; server/utils/review-requests.ts:333; server/utils/review-requests.ts:346; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:46	review-requests.ts; tasks/review-request-automation.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
review_requests	last_error	retain exact typed value	Guest review capability	Hashed expiring booking/customer token and send/claim/revocation facts	TEXT	0		0	0/0	0/0		last_error: text(),							server/utils/review-requests.ts:23; server/utils/review-requests.ts:302; server/utils/review-requests.ts:334; server/utils/review-requests.ts:347; server/utils/review-requests.ts:379; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:46	review-requests.ts; tasks/review-request-automation.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
review_requests	anonymous_user_id	retain exact typed value	Guest review capability	Hashed expiring booking/customer token and send/claim/revocation facts	TEXT	0		0	0/0	0/0		anonymous_user_id: text().references(() => user.id, { onDelete: "set null" } ),			user.id ON DELETE SET NULL	group 2 anonymous_user_id -> user.id ON DELETE SET NULL			server/utils/auth.ts:409; server/utils/auth.ts:418; server/utils/review-requests.ts:24; server/api/public/review-requests/submit.post.ts:47; server/api/public/review-requests/submit.post.ts:84; server/api/public/review-requests/submit.post.ts:138; server/api/public/review-requests/submit.post.ts:150; server/api/public/review-requests/bind-session.post.ts:24; server/api/public/review-requests/bind-session.post.ts:26; server/api/public/review-requests/bind-session.post.ts:33; server/api/public/review-requests/bind-session.post.ts:45; server/api/public/review-requests/bind-session.post.ts:47; server/api/public/review-requests/[requestId]/media/request-upload.post.ts:34; server/api/public/review-requests/[requestId]/media/request-upload.post.ts:84; server/api/public/review-requests/[requestId]/media/upload.post.ts:43; server/api/public/review-requests/[requestId]/media/upload.post.ts:125; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:46	review-requests.ts; tasks/review-request-automation.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
review_requests	user_id	retain exact typed value	Guest review capability	Hashed expiring booking/customer token and send/claim/revocation facts	TEXT	0		0	0/0	0/0		user_id: text().references(() => user.id, { onDelete: "set null" } ),			user.id ON DELETE SET NULL	group 1 user_id -> user.id ON DELETE SET NULL			server/utils/auth.ts:408; server/utils/auth.ts:413; server/utils/auth.ts:414; server/utils/review-requests.ts:25; server/api/public/review-requests/submit.post.ts:47; server/api/public/review-requests/submit.post.ts:83; server/api/public/review-requests/submit.post.ts:112; server/api/public/review-requests/submit.post.ts:132; server/api/public/review-requests/submit.post.ts:138; server/api/public/review-requests/submit.post.ts:149; server/api/public/review-requests/submit.post.ts:162; server/api/public/review-requests/submit.post.ts:166; server/api/public/review-requests/bind-session.post.ts:24; server/api/public/review-requests/bind-session.post.ts:25; server/api/public/review-requests/bind-session.post.ts:33; server/api/public/review-requests/bind-session.post.ts:45; server/api/public/review-requests/bind-session.post.ts:46; server/api/public/review-requests/bind-session.post.ts:52; server/api/public/review-requests/bind-session.post.ts:56; server/api/public/review-requests/[requestId]/media/request-upload.post.ts:33; server/api/public/review-requests/[requestId]/media/request-upload.post.ts:84; server/api/public/review-requests/[requestId]/media/upload.post.ts:42; server/api/public/review-requests/[requestId]/media/upload.post.ts:125; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:13	review-requests.ts; tasks/review-request-automation.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
review_requests	created_at	retain exact typed value	Guest review capability	Hashed expiring booking/customer token and send/claim/revocation facts	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/0	0/0		created_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							server/utils/experiences.ts:66; server/utils/experiences.ts:115; server/utils/experiences.ts:143; server/utils/experiences.ts:172; server/utils/experiences.ts:177; server/utils/experiences.ts:202; server/utils/experiences.ts:241; server/utils/experiences.ts:254; server/utils/experiences.ts:434; server/utils/experiences.ts:449; server/utils/experiences.ts:468; server/utils/experiences.ts:607; server/utils/experiences.ts:682; server/utils/experiences.ts:688; server/utils/experiences.ts:698; server/utils/experiences.ts:707; server/utils/experiences.ts:740; server/utils/experiences.ts:744; server/utils/experiences.ts:763; server/utils/experiences.ts:776; server/utils/experiences.ts:781; server/utils/experiences.ts:800; server/domain/guest-threads/operations.ts:149; server/domain/guest-threads/operations.ts:229	review-requests.ts; tasks/review-request-automation.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
review_requests	updated_at	retain exact typed value	Guest review capability	Hashed expiring booking/customer token and send/claim/revocation facts	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	0/0	0/0		updated_at: text().default(sql`(strftime('%Y-%m-%dT%H:%M:%fZ', 'now'))`).notNull(),							server/utils/auth.ts:408; server/utils/auth.ts:413; server/utils/experiences.ts:67; server/utils/experiences.ts:116; server/utils/experiences.ts:177; server/utils/experiences.ts:434; server/utils/experiences.ts:449; server/utils/experiences.ts:591; server/utils/experiences.ts:595; server/utils/experiences.ts:638; server/utils/experiences.ts:683; server/utils/experiences.ts:688; server/utils/experiences.ts:698; server/utils/experiences.ts:707; server/utils/experiences.ts:740; server/utils/experiences.ts:776; server/utils/experiences.ts:873; server/utils/experiences.ts:891; server/domain/guest-threads/operations.ts:186; server/domain/guest-threads/operations.ts:198; server/domain/guest-threads/operations.ts:210; server/domain/guest-threads/operations.ts:229; server/domain/guest-threads/operations.ts:412; server/domain/guest-threads/operations.ts:461	review-requests.ts; tasks/review-request-automation.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	1		1	0/58	0/33	text:58	id: text().primaryKey(),					sqlite_autoindex_reviews_1 UNIQUE(id)	id: text().primaryKey(),	seed-definitions/pottery-house.ts:49; seed-definitions/pottery-house.ts:56; seed-definitions/pottery-house.ts:65; seed-definitions/pottery-house.ts:73; seed-definitions/pottery-house.ts:81; seed-definitions/pottery-house.ts:91; seed-definitions/pottery-house.ts:145; seed-definitions/pottery-house.ts:195; seed-definitions/pottery-house.ts:207; seed-definitions/pottery-house.ts:219; seed-definitions/pottery-house.ts:231; seed-definitions/pottery-house.ts:243; seed-definitions/pottery-house.ts:255; seed-definitions/pottery-house.ts:267; seed-definitions/pottery-house.ts:279; seed-definitions/pottery-house.ts:292; seed-definitions/pottery-house.ts:304; seed-definitions/pottery-house.ts:316; seed-definitions/pottery-house.ts:328; seed-definitions/pottery-house.ts:340; seed-definitions/pottery-house.ts:352; seed-definitions/pottery-house.ts:364; seed-definitions/pottery-house.ts:376; seed-definitions/pottery-house.ts:388	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	organization_id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	0/58	0/33	text:58	organization_id: text().references(() => organization.id, { onDelete: "cascade" } ),	 CONSTRAINT "reviews_product_scope_check" CHECK(product_id IS NULL OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NOT NULL)),;  CONSTRAINT "reviews_owner_entered_provenance_check" CHECK(source != 'owner_entered' OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NULL AND entered_by_user_id IS NOT NULL AND collection_method IS NOT NULL AND publication_authorized = 1))	CONSTRAINT "reviews_product_scope_check" CHECK(product_id IS NULL OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NOT NULL)); CONSTRAINT "reviews_owner_entered_provenance_check" CHECK(source != 'owner_entered' OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NULL AND entered_by_user_id IS NOT NULL AND collection_method IS NOT NULL AND publication_authorized = 1))	products.organization_id ON DELETE RESTRICT; organization.id ON DELETE CASCADE	group 0 organization_id -> products.organization_id ON DELETE RESTRICT; group 1 organization_id -> sites.organization_id ON DELETE CASCADE; group 8 organization_id -> organization.id ON DELETE CASCADE	reviews_organization_id_idx(organization_id)	uniqueIndex("reviews_google_review_scope_unique").on(table.organization_id, table.site_id, table.location_id, table.google_review_id),; index("reviews_organization_id_idx").on(table.organization_id),	seed-definitions/pottery-house.ts:899; seed-definitions/pottery-house.ts:920; seed-definitions/pottery-house.ts:925; seed-definitions/pottery-house.ts:929; seed-definitions/pottery-house.ts:998; seed-definitions/pottery-house.ts:1013; seed-definitions/pottery-house.ts:1021; seed-definitions/pottery-house.ts:1077; seed-definitions/pottery-house.ts:1094; seed-definitions/pottery-house.ts:1099; seed-definitions/pottery-house.ts:1106; seed-definitions/pottery-house.ts:1112; seed-definitions/pottery-house.ts:1146; seed-definitions/pottery-house.ts:1177; seed-definitions/pottery-house.ts:1211; seed-definitions/pottery-house.ts:1218; seed-definitions/pottery-house.ts:1246; seed-definitions/pottery-house.ts:1270; seed-definitions/ncls.ts:30; seed-definitions/ncls.ts:42; seed-definitions/ncls.ts:73; seed-definitions/ncls.ts:122; seed-definitions/ncls.ts:138; seed-definitions/ncls.ts:152	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	site_id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	0/58	0/33	text:58	site_id: text().references(() => sites.id, { onDelete: "cascade" } ),	 CONSTRAINT "reviews_product_scope_check" CHECK(product_id IS NULL OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NOT NULL)),;  CONSTRAINT "reviews_owner_entered_provenance_check" CHECK(source != 'owner_entered' OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NULL AND entered_by_user_id IS NOT NULL AND collection_method IS NOT NULL AND publication_authorized = 1))	CONSTRAINT "reviews_product_scope_check" CHECK(product_id IS NULL OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NOT NULL)); CONSTRAINT "reviews_owner_entered_provenance_check" CHECK(source != 'owner_entered' OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NULL AND entered_by_user_id IS NOT NULL AND collection_method IS NOT NULL AND publication_authorized = 1))	products.site_id ON DELETE RESTRICT; sites.id ON DELETE CASCADE	group 0 site_id -> products.site_id ON DELETE RESTRICT; group 1 site_id -> sites.id ON DELETE CASCADE; group 7 site_id -> sites.id ON DELETE CASCADE	idx_reviews_site_status PARTIAL(site_id,status,created_at)	uniqueIndex("reviews_google_review_scope_unique").on(table.organization_id, table.site_id, table.location_id, table.google_review_id),; index("idx_reviews_site_status").on(table.site_id, table.status, table.created_at).where(sql`location_id IS NULL`),	seed-definitions/pottery-house.ts:920; seed-definitions/pottery-house.ts:925; seed-definitions/pottery-house.ts:929; seed-definitions/pottery-house.ts:998; seed-definitions/pottery-house.ts:1013; seed-definitions/pottery-house.ts:1021; seed-definitions/pottery-house.ts:1077; seed-definitions/pottery-house.ts:1094; seed-definitions/pottery-house.ts:1099; seed-definitions/pottery-house.ts:1106; seed-definitions/pottery-house.ts:1112; seed-definitions/pottery-house.ts:1146; seed-definitions/pottery-house.ts:1177; seed-definitions/pottery-house.ts:1211; seed-definitions/pottery-house.ts:1218; seed-definitions/pottery-house.ts:1246; seed-definitions/pottery-house.ts:1270; seed-definitions/pottery-house.ts:1274; seed-definitions/ncls.ts:31; seed-definitions/ncls.ts:74; seed-definitions/ncls.ts:123; seed-definitions/ncls.ts:139; seed-definitions/ncls.ts:153; seed-definitions/ncls.ts:167	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	location_id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	6/58	6/33	null:6,text:52	location_id: text().references(() => business_locations.id, { onDelete: "cascade" } ),	 CONSTRAINT "reviews_product_scope_check" CHECK(product_id IS NULL OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NOT NULL)),;  CONSTRAINT "reviews_owner_entered_provenance_check" CHECK(source != 'owner_entered' OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NULL AND entered_by_user_id IS NOT NULL AND collection_method IS NOT NULL AND publication_authorized = 1))	CONSTRAINT "reviews_product_scope_check" CHECK(product_id IS NULL OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NOT NULL)); CONSTRAINT "reviews_owner_entered_provenance_check" CHECK(source != 'owner_entered' OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NULL AND entered_by_user_id IS NOT NULL AND collection_method IS NOT NULL AND publication_authorized = 1))	products.location_id ON DELETE RESTRICT; business_locations.id ON DELETE CASCADE	group 0 location_id -> products.location_id ON DELETE RESTRICT; group 6 location_id -> business_locations.id ON DELETE CASCADE	idx_reviews_location_status(location_id,status,created_at)	uniqueIndex("reviews_google_review_scope_unique").on(table.organization_id, table.site_id, table.location_id, table.google_review_id),; index("idx_reviews_location_status").on(table.location_id, table.status, table.created_at),; index("idx_reviews_site_status").on(table.site_id, table.status, table.created_at).where(sql`location_id IS NULL`),	seed-definitions/pottery-house.ts:1094; seed-definitions/pottery-house.ts:1099; seed-definitions/pottery-house.ts:1106; seed-definitions/pottery-house.ts:1112; seed-definitions/pottery-house.ts:1146; seed-definitions/pottery-house.ts:1177; seed-definitions/pottery-house.ts:1211; seed-definitions/ncls.ts:3947; seed-definitions/ncls.ts:3967; seed-definitions/ncls.ts:3987; seed-definitions/ncls.ts:4007; seed-definitions/ncls.ts:4027; seed-definitions/ncls.ts:4047; seed-definitions/ncls.ts:4067; seed-definitions/ncls.ts:4087; seed-definitions/ncls.ts:4107; seed-definitions/ncls.ts:4127; seed-definitions/ncls.ts:4147; seed-definitions/ncls.ts:4167; seed-definitions/ncls.ts:4187; seed-definitions/ncls.ts:4207; seed-definitions/ncls.ts:4232; seed-definitions/ncls.ts:4255; seed-definitions/ncls.ts:4278	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	customer_id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	58/58	33/33	null:58	customer_id: text().references(() => customers.id, { onDelete: "set null" } ),			customers.id ON DELETE SET NULL	group 5 customer_id -> customers.id ON DELETE SET NULL	idx_reviews_customer_id(customer_id)	index("idx_reviews_customer_id").on(table.customer_id),	server/utils/experiences.ts:663; server/utils/experiences.ts:696; server/utils/experiences.ts:700; server/api/sites/[siteId]/locations/[locationId]/reviews.get.ts:18; server/api/public/review-requests/submit.post.ts:77; server/api/public/review-requests/submit.post.ts:90; server/api/public/review-requests/submit.post.ts:102; server/api/public/review-requests/submit.post.ts:106; server/api/public/review-requests/submit.post.ts:114; server/api/public/review-requests/submit.post.ts:132; server/api/public/review-requests/submit.post.ts:136; server/api/public/review-requests/submit.post.ts:143; server/api/public/review-requests/submit.post.ts:157; server/api/public/review-requests/submit.post.ts:160; server/api/public/review-requests/submit.post.ts:167; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:23; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:32; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:40; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:48	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	booking_id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	58/58	33/33	null:58	booking_id: text(),							server/utils/experiences.ts:638; server/utils/location-management.ts:863; server/utils/location-management.ts:864; server/api/sites/[siteId]/locations/[locationId]/reviews.get.ts:18; server/utils/notifications.ts:1105; server/utils/notifications.ts:1146; server/utils/notifications.ts:1233; server/api/public/review-requests/submit.post.ts:79; server/api/public/review-requests/submit.post.ts:90; server/api/public/review-requests/submit.post.ts:106; server/api/public/review-requests/submit.post.ts:132; server/api/public/review-requests/submit.post.ts:136; server/api/public/review-requests/submit.post.ts:145; server/api/public/review-requests/submit.post.ts:160; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:38; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:46	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	booking_type	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	58/58	33/33	null:58	booking_type: text(),	 CONSTRAINT "reviews_booking_type_check" CHECK(booking_type IS NULL OR booking_type IN ('reservation', 'experience_booking')),	CONSTRAINT "reviews_booking_type_check" CHECK(booking_type IS NULL OR booking_type IN ('reservation', 'experience_booking'))					server/utils/experiences.ts:638; server/utils/location-management.ts:863; server/utils/location-management.ts:864; server/api/sites/[siteId]/locations/[locationId]/reviews.get.ts:18; server/utils/notifications.ts:1104; server/utils/notifications.ts:1359; server/api/public/review-requests/submit.post.ts:78; server/api/public/review-requests/submit.post.ts:90; server/api/public/review-requests/submit.post.ts:91; server/api/public/review-requests/submit.post.ts:132; server/api/public/review-requests/submit.post.ts:136; server/api/public/review-requests/submit.post.ts:144; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:38; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:46	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	review_request_id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	58/58	33/33	null:58	review_request_id: text().references(() => review_requests.id, { onDelete: "set null" } ),			review_requests.id ON DELETE SET NULL	group 4 review_request_id -> review_requests.id ON DELETE SET NULL	idx_reviews_request_id(review_request_id)	index("idx_reviews_request_id").on(table.review_request_id),	server/utils/auth.ts:415; server/utils/site-reviews.ts:61; server/utils/site-reviews.ts:69; server/api/sites/[siteId]/locations/[locationId]/reviews.get.ts:18; server/api/public/review-requests/submit.post.ts:86; server/api/public/review-requests/submit.post.ts:132; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:38	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	user_id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	58/58	33/33	null:58	user_id: text().references(() => user.id, { onDelete: "set null" } ),			user.id ON DELETE SET NULL	group 3 user_id -> user.id ON DELETE SET NULL			server/utils/auth.ts:408; server/utils/auth.ts:413; server/utils/auth.ts:414; server/utils/onboarding-drafts.ts:333; server/utils/onboarding-drafts.ts:335; server/api/dashboard/onboarding/drafts/[draftId]/commit.post.ts:69; server/api/dashboard/onboarding/drafts/[draftId]/commit.post.ts:76; server/api/dashboard/onboarding/drafts/[draftId]/commit.post.ts:82; server/api/public/review-requests/submit.post.ts:47; server/api/public/review-requests/submit.post.ts:83; server/api/public/review-requests/submit.post.ts:112; server/api/public/review-requests/submit.post.ts:132; server/api/public/review-requests/submit.post.ts:138; server/api/public/review-requests/submit.post.ts:149; server/api/public/review-requests/submit.post.ts:162; server/api/public/review-requests/submit.post.ts:166; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:13; server/api/editor/sites/[siteId]/customers/[customerId].get.ts:46	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	product_id	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	58/58	33/33	null:58	product_id: text(),	 CONSTRAINT "reviews_product_scope_check" CHECK(product_id IS NULL OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NOT NULL)),	CONSTRAINT "reviews_product_scope_check" CHECK(product_id IS NULL OR (organization_id IS NOT NULL AND site_id IS NOT NULL AND location_id IS NOT NULL))	products.id ON DELETE RESTRICT	group 0 product_id -> products.id ON DELETE RESTRICT	idx_reviews_product_status_created(product_id,status,created_at)	index("idx_reviews_product_status_created").on(table.product_id, table.status, table.created_at),	seed-definitions/pottery-house.ts:1112; seed-definitions/kikuzuki.ts:870; seed-definitions/kikuzuki.ts:984; seed-definitions/demo.ts:1486; seed-definitions/demo.ts:1717; server/utils/copy-paste.ts:88; server/utils/copy-paste.ts:346; server/utils/copy-paste.ts:348; server/utils/copy-paste.ts:458; server/utils/copy-paste.ts:460; server/utils/copy-paste.ts:466; server/utils/copy-paste.ts:467; server/utils/copy-paste.ts:476; server/utils/copy-paste.ts:477; server/utils/copy-paste.ts:575; server/utils/copy-paste.ts:577; server/utils/experiences.ts:139; server/utils/experiences.ts:180; server/utils/experiences.ts:239; server/utils/experiences.ts:242; server/utils/experiences.ts:249; server/utils/experiences.ts:467; server/utils/experiences.ts:531; server/utils/experiences.ts:602	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	author_name	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	0/58	0/33	text:58	author_name: text(),							seed-definitions/pottery-house.ts:1147; seed-definitions/ncls.ts:4233; seed-definitions/ncls.ts:4256; seed-definitions/ncls.ts:4279; seed-definitions/ncls.ts:4302; seed-definitions/ncls.ts:4325; seed-definitions/ncls.ts:4348; seed-definitions/kikuzuki.ts:1013; seed-definitions/demo.ts:1393; shared/google-review.ts:53; shared/google-review.ts:55; shared/google-review.ts:59; scripts/client-import.mjs:520; scripts/client-import.mjs:523; scripts/client-import.mjs:526; scripts/client-import.mjs:1165; server/utils/copy-paste.ts:476; server/utils/copy-paste.ts:477; server/utils/dashboard-org-analytics.ts:173; server/utils/dashboard-org-analytics.ts:175; server/utils/dashboard-org-analytics.ts:195; server/utils/google-places.ts:181; server/utils/google-places.ts:185; server/utils/google-places.ts:188	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	rating	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	INTEGER	1		0	0/58	0/33	integer:58	rating: integer().notNull(),	 CONSTRAINT "reviews_rating_check" CHECK(rating BETWEEN 1 AND 5),	CONSTRAINT "reviews_rating_check" CHECK(rating BETWEEN 1 AND 5)					seed-definitions/pottery-house.ts:120; seed-definitions/pottery-house.ts:174; seed-definitions/pottery-house.ts:594; seed-definitions/pottery-house.ts:595; seed-definitions/pottery-house.ts:596; seed-definitions/pottery-house.ts:597; seed-definitions/pottery-house.ts:598; seed-definitions/pottery-house.ts:599; seed-definitions/pottery-house.ts:600; seed-definitions/pottery-house.ts:601; seed-definitions/pottery-house.ts:982; seed-definitions/pottery-house.ts:1003; seed-definitions/pottery-house.ts:1134; seed-definitions/pottery-house.ts:1147; seed-definitions/ncls.ts:87; seed-definitions/ncls.ts:4234; seed-definitions/ncls.ts:4257; seed-definitions/ncls.ts:4280; seed-definitions/ncls.ts:4303; seed-definitions/ncls.ts:4326; seed-definitions/ncls.ts:4349; seed-definitions/kikuzuki.ts:224; seed-definitions/kikuzuki.ts:268; seed-definitions/kikuzuki.ts:564	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
reviews	title	retain exact typed value	Customer review	Content/attribution/provenance/reply/moderation and publication authorization	TEXT	0		0	52/58	27/33	null:52,text:6	title: text(),							seed-definitions/pottery-house.ts:93; seed-definitions/pottery-house.ts:147; seed-definitions/pottery-house.ts:441; seed-definitions/pottery-house.ts:458; seed-definitions/pottery-house.ts:505; seed-definitions/pottery-house.ts:527; seed-definitions/pottery-house.ts:549; seed-definitions/pottery-house.ts:571; seed-definitions/pottery-house.ts:695; seed-definitions/pottery-house.ts:706; seed-definitions/pottery-house.ts:717; seed-definitions/pottery-house.ts:747; seed-definitions/pottery-house.ts:759; seed-definitions/pottery-house.ts:770; seed-definitions/pottery-house.ts:796; seed-definitions/pottery-house.ts:810; seed-definitions/pottery-house.ts:832; seed-definitions/pottery-house.ts:837; seed-definitions/pottery-house.ts:842; seed-definitions/pottery-house.ts:847; seed-definitions/pottery-house.ts:852; seed-definitions/pottery-house.ts:971; seed-definitions/pottery-house.ts:998; seed-definitions/pottery-house.ts:1043	review-management.ts; google-places.ts	Preserve current domain records and existing FK deletion lifecycle; no new age purge; explicit polymorphic owner cleanup where applicable	Copy exact typed source value; typed logical hash parity required
